stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding
15992,15992,"HERBST + BOSTIAN",,40.485336,-80.113008,,,,,,0
16014,16014,"HAY ST RAMP + INBOUND SHELTER",,40.443528,-79.886976,,,,,,0
16019,16019,"OAK HILL + HYMAN",,40.441375,-79.970077,,,,,,0
16020,16020,"OAK HILL + BENTLY",,40.440214,-79.969859,,,,,,0
16022,16022,"ALLEQUIPPA ST + SR RESIDENCE (#2418)",,40.440622,-79.968550,,,,,,0
16023,16023,"ALLEQUIPPA ST + WHITRIDGE",,40.441034,-79.968027,,,,,,0
16024,16024,"ALLEQUIPPA ST + ROBINSON",,40.442734,-79.965859,,,,,,0
16025,16025,"WADSWORTH ST + ROBINSON",,40.443311,-79.966436,,,,,,0
16026,16026,"ECKSTIEN + WADSWORTH",,40.442613,-79.968430,,,,,,0
16027,16027,"BENTLY DR + OAK HILL",,40.440034,-79.969837,,,,,,0
16028,16028,"OAK HILL DR + ECKSTIEN",,40.441506,-79.969941,,,,,,0
16029,16029,"EAST LIBERTY DRWY + FIFTH FS",,40.456011,-79.910856,,,,,,0
16051,16051,"AMBRIDGE PARK AND RIDE",,40.592449,-80.228140,,,,,,0
16063,16063,"EAST BUSWAY + SWISSVALE STATION A",,40.415288,-79.879050,,,,,,0
16086,16086,"CHATEAU + FRANKLIN",,40.455436,-80.028775,,,,,,0
16104,16104,"EAST BUSWAY + WILKINSBURG STATION A",,40.446560,-79.888573,,,,,,0
16105,16105,"EAST BUSWAY + HAMNETT STATION A",,40.436841,-79.885696,,,,,,0
16106,16106,"EAST BUSWAY + ROSLYN STATION A",,40.419086,-79.886292,,,,,,0
16107,16107,"EAST BUSWAY + HERRON STATION B",,40.459163,-79.966949,,,,,,0
16109,16109,"EAST BUSWAY + EAST LIBERTY STATION B",,40.459348,-79.923089,,,,,,0
16110,16110,"EAST BUSWAY + HOMEWOOD STATION B",,40.453000,-79.899379,,,,,,0
16111,16111,"EAST BUSWAY + WILKINSBURG STATION B",,40.446781,-79.888757,,,,,,0
16118,16118,"EAST BUSWAY + WILKINSBURG STATION D",,40.446630,-79.888475,,,,,,0
16119,16119,"EAST BUSWAY + HOMEWOOD STATION D",,40.452929,-79.898897,,,,,,0
16120,16120,"EAST BUSWAY + EAST LIBERTY STATION D",,40.459539,-79.922767,,,,,,0
16121,16121,"EAST BUSWAY + NEGLEY STATION D",,40.456705,-79.932622,,,,,,0
16122,16122,"EAST BUSWAY + HERRON STATION D",,40.459362,-79.966613,,,,,,0
16177,16177,"WOODSTOCK AVE + SWISSVALE STATION STEPS",,40.415777,-79.878730,,,,,,0
16198,16198,"E PGH-MCKSPT BLVD + OVERHILL",,40.377703,-79.828056,,,,,,0
16201,20581,"E PGH-MCKSPT BLVD + #625",,40.374323,-79.827698,,,,,,0
16227,16227,"BOWMAN AVE + LIME",,40.360891,-79.832850,,,,,,0
16229,16229,"EAST PITTSBURGH-MCKEESPORT + FAIRMONT",,40.362175,-79.830558,,,,,,0
16230,16230,"EAST PITTSBURGH-MCKEESPORT BLVD + AULT",,40.364505,-79.829199,,,,,,0
16231,16231,"EAST PITTSBURGH-MCKEESPORT BLVD + ORRIS",,40.368953,-79.830665,,,,,,0
16233,16233,"EAST PITTSBURGH-MCKEESPORT BLVD + THE LANE",,40.371262,-79.828348,,,,,,0
16243,16243,"PORT PERRY RD + CLYDE",,40.385900,-79.832527,,,,,,0
16261,16261,"LINCOLN AVE + BURNSIDE",,40.489103,-80.046984,,,,,,0
16270,16270,"DUQUESNE BLVD + GRANT",,40.373794,-79.845012,,,,,,0
16281,16281,"WAL MART DR + SHELTER",,40.341259,-79.944847,,,,,,0
16340,16340,"PROSPECT RD + BERLY",,40.361337,-79.962258,,,,,,0
16344,20446,"WOODSTOCK + SWISSVALE STATION STEPS",,40.415683,-79.878250,,,,,,0
16346,16346,"EAST HILLS DR + #2340",,40.455867,-79.870829,,,,,,0
16347,16347,"MT TROY RD + BAUN",,40.481491,-79.989209,,,,,,0
16384,16384,"OXFORD DR + HOME DEPOT",,40.344515,-80.049766,,,,,,0
16403,16403,"KNOEDLER RD + MERRYHEART HOME #100",,40.341969,-79.982456,,,,,,0
16426,16426,"AMITY ST + 8TH NS",,40.407241,-79.911147,,,,,,0
16427,16427,"SHADY AVE + 5TH",,40.452006,-79.920397,,,,,,0
16437,16437,"WILDWOOD AVE + VERONA",,40.503342,-79.839386,,,,,,0
16443,16443,"FREEPORT RD + CALIFORNIA",,40.618413,-79.732157,,,,,,0
16470,16470,"BEATTY ST + EVA",,40.461242,-79.927437,,,,,,0
16471,16471,"BEATTY ST + BAUM NS",,40.460470,-79.927921,,,,,,0
16474,16474,"BAKER ST + #7207",,40.487813,-79.923153,,,,,,0
16482,16482,"SAMPLE RD + HIGH MEADOW",,40.573361,-79.993726,,,,,,0
16484,16484,"CRESCENT + SULLIVAN WAY",,40.502019,-79.946954,,,,,,0
16485,16485,"CRESCENT + SULLIVAN WAY",,40.502042,-79.946767,,,,,,0
16489,16489,"GEARING + FREELAND",,40.418280,-80.005260,,,,,,0
16491,16491,"FREEPORT RD + DALLAS",,40.622754,-79.726233,,,,,,0
16500,16500,"MON0NGAHELA + #2129",,40.417361,-79.887544,,,,,,0
16529,16529,"WEST VIEW FIRE LN + WORKOUT ANYTIME",,40.517571,-80.037758,,,,,,0
16535,16535,"LINDEN + BEECH",,40.399804,-79.835514,,,,,,0
16551,16551,"WASHINGTON BLVD + CYPHERS COMPANY",,40.463186,-79.905896,,,,,,0
16556,16556,"ALLEGHENY AVE + PENNSYLVANIA",,40.522058,-79.842640,,,,,,0
16558,16558,"ALLEGHENY AVE + MARYLAND",,40.518921,-79.843051,,,,,,0
16559,16559,"ALLEGHENY AVE  +  DELAWARE",,40.517799,-79.843205,,,,,,0
16560,16560,"ALLEGHENY AVE + WASHINGTON",,40.516380,-79.843348,,,,,,0
16562,16562,"ALLEGHENY AVE +  CALIFORNIA",,40.515345,-79.843382,,,,,,0
16563,16563,"ALLEGHENY AVE + WASHINGTON",,40.516134,-79.843288,,,,,,0
16564,16564,"ALLEGHENY AVE  +  DELAWARE",,40.517633,-79.843102,,,,,,0
16566,16566,"ALLEGHENY AVE + ANN",,40.520159,-79.842814,,,,,,0
16567,16567,"ALLEGHENY AVE + PENNSYLVANIA",,40.521832,-79.842593,,,,,,0
16568,16568,"ALLEGHENY AVE + ARCHIE",,40.523682,-79.841961,,,,,,0
16569,16569,"ALLEGHENY AVE + HULTON",,40.524786,-79.841354,,,,,,0
16572,16572,"OAKWOOD ST + NIMICK PLACE",,40.449860,-79.884232,,,,,,0
16595,16595,"E 4TH AVE + BOYD",,40.600704,-79.756126,,,,,,0
16596,16596,"LINCOLN AVE + VERONA",,40.472931,-79.888966,,,,,,0
16601,16601,"CENTRE AVE + DITHRIDGE",,40.451428,-79.953432,,,,,,0
16604,16604,"WEST ST + HOMESTEAD HEALTH CTR",,40.399708,-79.904832,,,,,,0
16605,16605,"2ND ST + OLIVER",,40.376552,-79.849998,,,,,,0
16606,16606,"2ND ST + HAMILTON",,40.375027,-79.848608,,,,,,0
16607,16607,"2ND ST + SR CITIZEN HI-RISE",,40.373904,-79.847584,,,,,,0
16611,16611,"BROWNSVILLE RD + TOWN SQUARE",,40.366744,-79.980960,,,,,,0
16612,16612,"BROWNSVILLE RD + GIANT EAGLE",,40.365626,-79.982424,,,,,,0
16614,16614,"KNOEDLER RD + BALDWIN TOWERS (#200)",,40.341909,-79.982312,,,,,,0
16620,16620,"KENNEDY AVE + DELL",,40.366496,-79.857290,,,,,,0
16627,16627,"WALLACE AVE + PITT",,40.445320,-79.886694,,,,,,0
16628,16628,"WALLACE AVE + HAY",,40.444868,-79.885315,,,,,,0
16637,16637,"CRAFTON INGRAM S.C. + BANK (CITIZENS)",,40.440389,-80.069690,,,,,,0
16648,16648,"VIRGINIA AVE + BIGHAM",,40.431984,-80.015540,,,,,,0
16650,16650,"CLEVER RD + FIELD CLUB",,40.468800,-80.126358,,,,,,0
16651,16651,"CLEVER RD + MONTOUR HIGH SCHOOL",,40.468488,-80.123990,,,,,,0
16652,16652,"CLEVER RD + PITCHFORK",,40.464995,-80.109499,,,,,,0
16678,16678,"WALNUT ST + WAMPLER",,40.317288,-79.833672,,,,,,0
16679,16679,"WALNUT ST + WAMPLER",,40.317162,-79.833728,,,,,,0
16680,16680,"KENDALL AVE + CEDAR",,40.486660,-80.053636,,,,,,0
16695,16695,"LINCOLN + HARRISON",,40.493535,-80.051521,,,,,,0
16779,16779,"BROADWAY BLVD + #1010",,40.400742,-79.772732,,,,,,0
16832,16832,"BENTLEY DR + BURROWS",,40.439637,-79.970657,,,,,,0
16839,16839,"CAMP ST + BRYN MAWR",,40.452088,-79.958805,,,,,,0
16841,16841,"MCKNIGHT RD + DUNCAN",,40.568787,-80.023956,,,,,,0
16842,16842,"MCKNIGHT RD + DUNCAN",,40.568066,-80.023872,,,,,,0
16845,16845,"BENTLEY DR + BURROWS",,40.439823,-79.970364,,,,,,0
16881,16881,"BRIGHTON RD + BRIGHTRIDGE ST FS (BREADWORKS)",,40.461496,-80.018859,,,,,,0
16882,16882,"CAMBRONNE ST + WINHURST",,40.488497,-80.043300,,,,,,0
16887,16887,"MAIN ST + 23RD",,40.493420,-79.914229,,,,,,0
16932,16932,"VANN RD + MINGO",,40.465035,-79.892789,,,,,,0
16940,16940,"HECKEL RD OPP KENMAWR PLAZA",,40.473413,-80.094148,,,,,,0
16950,16950,"PRESIDENTIAL DR + WASHINGTON",,40.584852,-79.999604,,,,,,0
16963,16963,"OHIO RIVER BLVD + THRIFT STORE",,40.495210,-80.065870,,,,,,0
16967,16967,"BAUM BLVD + AIKEN",,40.457059,-79.938339,,,,,,0
16981,16981,"UNIVERSAL RD + MAIN",,40.467691,-79.793399,,,,,,0
16991,16991,"PATRIOT WAY + DELAFIELD",,40.497006,-79.890916,,,,,,0
17007,17007,"GREENTREE RD + ST MARGARET SCHOOL DRIVEWAY",,40.423084,-80.044874,,,,,,0
17081,17081,"BROADWAY BLVD + #1010",,40.400799,-79.772972,,,,,,0
17109,17109,"WM PENN HWY + DOLLAR BANK",,40.438818,-79.764542,,,,,,0
17110,17110,"WM PENN HWY + ECKARD",,40.438669,-79.767918,,,,,,0
17126,17126,"JAMES ST + BUENA VISTA",,40.420174,-79.808328,,,,,,0
17168,17168,"PARK MANOR DR + ROBINSON CENTER DR",,40.451745,-80.161385,,,,,,0
17170,17170,"LINCOLN HWY + GREENSBURG PIKE",,40.381460,-79.816771,,,,,,0
17182,17182,"AIRBRAKE AVE + #620",,40.396320,-79.810545,,,,,,0
17212,17212,"CLOVERFIELD ST + AGNEW",,40.398709,-79.964555,,,,,,0
17224,17224,"5TH AVE + #1681",,40.353324,-79.846079,,,,,,0
17229,17229,"HAZELWOOD AVE + GLADSTONE",,40.412525,-79.940300,,,,,,0
17235,17235,"JEFFERS ST + #1330",,40.453006,-80.065562,,,,,,0
17263,17263,"S 26TH ST + SIDNEY",,40.428212,-79.967983,,,,,,0
17264,17264,"SIDNEY ST + S 27TH",,40.427862,-79.966481,,,,,,0
17265,17265,"SIDNEY ST + S 28TH",,40.427134,-79.964965,,,,,,0
17269,17269,"GREENFIELD AVE+  322",,40.425356,-79.948151,,,,,,0
17277,17277,"SHADY AVE + HOBART",,40.434362,-79.918710,,,,,,0
17284,17284,"MILLVALE AVE.+MITRE WAY",,40.459597,-79.946247,,,,,,0
17286,17286,"EAST CARSON ST + 11TH",,40.428772,-79.987377,,,,,,0
17293,17293,"AMITY ST + 9TH",,40.406346,-79.910035,,,,,,0
17307,17307,"SOUTHERN AV+ COWAN",,40.427595,-80.008950,,,,,,0
17313,17313,"WOODSTOCK AVE +2690",,40.414304,-79.872838,,,,,,0
17323,17323,"FREEPORT RD + EVERGREEN",,40.649166,-79.708945,,,,,,0
17324,17324,"FREEPORT RD + EVERGREEN",,40.649055,-79.708800,,,,,,0
17327,17327,"FREEPORT RD + ALTERMOOR DR",,40.655803,-79.707327,,,,,,0
17335,17335,"SWISSVALE AVE + COAL",,40.434899,-79.882796,,,,,,0
17347,17347,"VILLAGE DR + SOUTH HIILS VILLAGE PARKING GARAGE",,40.340025,-80.053800,,,,,,0
17349,17349,"FREEPORT RD + OAK MANOR",,40.651210,-79.708426,,,,,,0
17350,17350,"FREEPORT RD + OAK MANOR",,40.650726,-79.708371,,,,,,0
17355,17355,"FREEPORT RD + DOLLAR BANK(WATERWORKS)",,40.487273,-79.885363,,,,,,0
17356,17356,"FREEPORT + #1050",,40.487400,-79.884395,,,,,,0
17374,17374,"CHARTIERS VALLEY SC DR + GIANT EAGLE",,40.366977,-80.109697,,,,,,0
17381,17381,"MCCOY RD + #208",,40.474662,-80.070752,,,,,,0
17389,17389,"MCKNIGHT RD + IVORY AVE RAMP FS",,40.499126,-80.012829,,,,,,0
17422,17422,"DYNAMO WAY + BEECH",,40.400510,-79.835580,,,,,,0
17426,17426,"JEFFERSON DR + COMMUNITY CENTER",,40.480002,-80.076496,,,,,,0
17427,17427,"PLEASANT RIDGE RD + OAK",,40.479061,-80.073827,,,,,,0
17430,17430,"OVERLOOK PLACE + PLEASANT RIDGE",,40.480071,-80.075060,,,,,,0
17431,17431,"PLEASANT RIDGE + SENIOR HIGHRISE",,40.480035,-80.076368,,,,,,0
17432,17432,"JEFFERSON DR + MCOY",,40.479716,-80.078489,,,,,,0
17453,17453,"VANADIUM RD + BOWER HILL",,40.368406,-80.084332,,,,,,0
17503,17503,"BROADHEAD-FORDING RD + W PROSPECT",,40.448575,-80.082218,,,,,,0
17509,17509,"WORTHINGTON AVE + INTERSTATE LOUNGE(#1560)",,40.292744,-79.909534,,,,,,0
17510,17510,"WORTHINGTON AVE + INTERSTATE LOUNGE(#1560)",,40.292725,-79.909450,,,,,,0
17518,17518,"AMITY ST + 8TH",,40.406968,-79.910707,,,,,,0
17519,17519,"AMITY + 7TH AVE",,40.407336,-79.911127,,,,,,0
17520,17520,"EVANS AVE + MCKEESPORT HOSPITAL EMERGENCY",,40.350924,-79.849927,,,,,,0
17521,17521,"EVANS AVE + MCKEESPORT HOSPITAL MAIN ENTRANCE",,40.351476,-79.850446,,,,,,0
17533,17533,"PROSPECT RD + CAPAREL TOWNHOUSES",,40.359633,-79.959714,,,,,,0
17534,17534,"PROSPECT RD + BERYL FS",,40.361387,-79.962217,,,,,,0
17552,17552,"BRIGHTON RD + ARMANDALE",,40.458032,-80.016051,,,,,,0
17592,17592,"BAPTIST + WEYMAN RD FS (CASTE VILLAGE)",,40.357663,-80.000317,,,,,,0
17602,17602,"HIGHLAND AVE + BROAD ST",,40.462605,-79.924351,,,,,,0
17625,17625,"PLEASANT RIDGE RD + OVERLOOK",,40.480536,-80.072590,,,,,,0
17633,17633,"WEST BUSWAY + BELL STATION A",,40.415441,-80.083026,,,,,,0
17634,17634,"BROWNSVILLE RD + MATHEWS",,40.413422,-79.988655,,,,,,0
17645,17645,"STEUBENVILLE PIKE + HADDOCK",,40.449416,-80.107668,,,,,,0
17647,17647,"WATERFRONT DR +  COSTCO WHOLESALE DRVWY",,40.404341,-79.920553,,,,,,0
17656,18827,"WATERWORKS DR + BED BATH & BEYOND (WALMART)",,40.488022,-79.889769,,,,,,0
17666,17666,"ELIZA ST + DIVISION",,40.394594,-79.879598,,,,,,0
17671,17671,"FIFTH AVE + MCKEE",,40.440629,-79.959911,,,,,,0
17677,17677,"ROSS ST + WOOD",,40.442493,-79.884110,,,,,,0
17733,17733,"SECOND AVENUE + PGH TECH CTR (MIDDLE ACCESS ROAD)",,40.432779,-79.962507,,,,,,0
17734,17734,"VA HOSPITAL TRANSIT LOOP + SHELTER",,40.446697,-79.960418,,,,,,0
17736,17736,"MAIN + 22ND",,40.397711,-79.901554,,,,,,0
17737,17737,"WATERFRONT DR + BRIDGE ST. (RED ROBIN)",,40.409498,-79.916568,,,,,,0
17740,17740,"TARGET DR + TARGET PERIMETER RD",,40.411125,-79.909742,,,,,,0
17744,17744,"TARGET DR + TARGET PERIMETER RD",,40.410010,-79.912595,,,,,,0
17749,4854,"E CARSON ST + 24TH",,40.428163,-79.971310,,,,,,0
17764,17764,"5TH  AVENUE + GRANT",,40.439220,-79.996223,,,,,,0
17765,17765,"FIFTH AVE RAMP + FIFTH AVE NS",,40.455928,-79.910932,,,,,,0
17791,17791,"MCKSPT TRANSPORTATION CTR + BAY #2",,40.352308,-79.860558,,,,,,0
17824,17824,"WATERFRONT DR + LOEWS THEATER",,40.407484,-79.918805,,,,,,0
18141,18141,"ELLSWORTH AVE + EAST LIBERTY STATION",,40.459262,-79.922968,,,,,,0
18142,18142,"ELLSWORTH AVE+ SPAHR",,40.458357,-79.927439,,,,,,0
18148,18148,"GROSS ST + FRIENDSHIP",,40.462316,-79.944469,,,,,,0
18149,18149,"FRIENDSHIP AVE + HOWLEY",,40.465109,-79.951069,,,,,,0
18150,18150,"39TH ST + BUTLER",,40.467498,-79.963592,,,,,,0
18152,18152,"40TH + GOVERNMENT WAY STEPS",,40.465577,-79.958451,,,,,,0
18153,18153,"FRIENDSHIP AVE + HOWLEY",,40.465250,-79.951388,,,,,,0
18156,18156,"MURRAY AVE + BEACON",,40.434911,-79.922897,,,,,,0
18158,18158,"MCKEESPORT TRANSPORTATION CENTER AT BAY #2",,40.352277,-79.860926,,,,,,0
18159,18159,"DUQUESNE + LIBRARY",,40.371923,-79.843883,,,,,,0
18161,18161,"FIFTH AVE + DIAMOND ST",,40.438923,-79.992504,,,,,,0
18164,18164,"FIFTH AVE + KIRKPATRICK FS",,40.437875,-79.973039,,,,,,0
18165,18165,"FIFTH AVE + BRENHAM FS",,40.436504,-79.968541,,,,,,0
22873,22733,"FORBES HOSPITAL",,40.429133,-79.749055,,,,,,0
22874,22729,"MONROEVILLE BLVD OPP TARGET DRIVE",,40.435795,-79.770582,,,,,,0
22875,22730,"MONROEVILLE BLVD AT OXFORD DR",,40.430599,-79.785740,,,,,,0
22876,22731,"MONROEVILLE BLVD AT OXFORD DR FS",,40.430855,-79.785356,,,,,,0
22877,22732,"NORTHERN PIKE AT MOSSIDE BLVD",,40.433937,-79.753502,,,,,,0
22878,22734,"NORTHERN PIKE AT MOSSIDE BLVD FS",,40.433941,-79.754355,,,,,,0
22879,22735,"MONROEVILLE BLVD OPP IVANHOE DR",,40.434022,-79.764605,,,,,,0
22880,22736,"MONROEVILLE BLVD AT IVANHOE DR",,40.433967,-79.763965,,,,,,0
22881,22737,"MONROEVILLE BLVD AT TARGET DR FS",,40.435533,-79.770294,,,,,,0
22882,22740,"MONROEVILLE BLVD AT NORTHERN PIKE",,40.436462,-79.780141,,,,,,0
22883,22741,"MONROEVILLE BLVD AT MUNICIPAL BLDG",,40.436466,-79.780039,,,,,,0
22892,22746,"MCKEES ROCKS RD AT CONNIE PARK DR",,40.468556,-80.098371,,,,,,0
22893,22747,"BIGGS AVE AT GLENROSE ST",,40.464847,-80.005600,,,,,,0
22894,22749,"FT DUQUESNE BLVD AT 6TH ST",,40.443884,-80.002918,,,,,,0
22895,22751,"THE BLOCK AT NORTHWAY AT NORTHWAY APARTMENTS",,40.550241,-80.022548,,,,,,0
22896,22752,"THE BLOCK AT NORTHWAY OPP NORTHWAY APARTMENTS",,40.550100,-80.022270,,,,,,0
22897,22753,"HWY RT 885 AT LEBANON CHURCH RD (SHEETZ)",,40.347524,-79.939065,,,,,,0
22898,22754,"HAZELWOOD AVE AT OSPREY WAY",,40.411343,-79.944350,,,,,,0
22899,18183,"MCKEESPORT TRANSPORTATION CENTER AT BAY #4",,40.352097,-79.861809,,,,,,0
22901,22750,"MONROEVILLE MALL PARK AND RIDE WEST",,40.428791,-79.799665,,,,,,0
22903,22757,"BRIGHTION RD AT BASCOM",,40.489796,-80.043480,,,,,,0
22919,22748,"MOUNTAINVIEW DR AT HERITAGE CREDIT UNION DR",,40.343350,-79.953688,,,,,,0
22920,22759,"BOWER HILL RD AT McLAUGHLIN RUN RD",,40.358325,-80.105368,,,,,,0
22975,22762,"STANTON AVE AT NEGLEY AVE FS",,40.471654,-79.926549,,,,,,0
22976,22763,"PENN AVE AT S ST. CLAIR ST",,40.462814,-79.929017,,,,,,0
22977,22764,"BRADDOCK AVE AT HERITAGE HIGHLANDS FS",,40.412696,-79.876253,,,,,,0
22978,22765,"BRADDOCK AVE OPP HERITAGE HIGHLANDS",,40.412931,-79.876491,,,,,,0
22982,22771,"PITCAIRN-TRAFFORD RD OPP FORBES ROAD",,40.391178,-79.766163,,,,,,0
22983,22772,"WARRINGTON AVE AT BOGGSTON AVE",,40.420021,-80.007850,,,,,,0
22987,22773,"PENFORT ST AT #346",,40.476158,-80.000412,,,,,,0
22988,22774,"CHARTIERS AVE AT ST JOHN ST",,40.465476,-80.066361,,,,,,0
22989,22775,"VA CLINIC FRONT DOOR",,40.427906,-79.791657,,,,,,0
22990,22776,"BROADWAY AVE AT 11TH ST",,40.474072,-80.078090,,,,,,0
22998,22777,"BROADWAY BLVD OPP PITCAIRN PARK BLDG",,40.402039,-79.776642,,,,,,0
22999,22778,"BLVD OF THE ALLIES AT BATES (FARSIDE)",,40.435193,-79.956475,,,,,,0
23000,22779,"BLVD OF THE ALLIES AT BATES (NEARSIDE)",,40.435133,-79.956553,,,,,,0
23012,71050,"EVERGREEN AVE AT SHERIDAN ST",,40.480215,-79.969659,,,,,,0
23013,71051,"EVERGREEN AVE OPP KLOPFER ST",,40.485521,-79.972180,,,,,,0
23014,71052,"EVERGREEN AVE OPP WEHPLE ST",,40.479599,-79.968453,,,,,,0
23027,22796,"BLAIR ST AT #4165",,40.420632,-79.951718,,,,,,0
23028,22797,"BLAIR ST OPP #4165",,40.420621,-79.951755,,,,,,0
23033,22807,"FREELAND ST AT MCCLEARY ST",,40.347331,-79.838360,,,,,,0
23034,22808,"HIGHLAND AVE AT BROAD ST",,40.462402,-79.924325,,,,,,0
23037,22811,"N WHITFIELD ST AT BROAD ST",,40.462816,-79.925119,,,,,,0
23038,22812,"N WHITFIELD ST AT PENN AVE",,40.461819,-79.925730,,,,,,0
23045,22814,"RIDGE AVE OPP W OHIO ST",,40.451369,-80.011202,,,,,,0
23046,22815,"RIDGE AVE AT W OHIO ST",,40.451602,-80.010976,,,,,,0
23055,22824,"ROSS PARK MALL",,40.546473,-80.005283,,,,,,0
23056,22825,"WALLACE AVE AT HAY ST NS",,40.444896,-79.885606,,,,,,0
23065,22826,"BREINING ST AT BROOKLINE BLVD",,40.392201,-80.010797,,,,,,0
23067,22838,"RICHLAND AVE AT 5TH STREET",,40.350095,-79.893996,,,,,,0
23068,22839,"RICHLAND AVE OPP 5TH STREET",,40.350074,-79.894272,,,,,,0
23069,22840,"Crawford St at Bedford Ave",,40.443915,-79.988019,,,,,,0
23070,22841,"CCAC WEST",,40.436679,-80.193723,,,,,,0
23071,22842,"CCAC WEST",,40.436613,-80.193771,,,,,,0
5,5,"WESTERN AVE + GALVESTON",,40.451900,-80.016679,,,,,,0
6,6,"WESTERN AVE + BRIGHTON",,40.452355,-80.014206,,,,,,0
7,7,"BRIGHTON RD + RIDGE (CCAC)",,40.450687,-80.013512,,,,,,0
8,8,"RIDGE AVE + GALVESTON",,40.450237,-80.015516,,,,,,0
24,24,"BLVD OF ALLIES + DUQUESNE UNIV FOOTBRIDGE",,40.434850,-79.988736,,,,,,0
26,26,"FORBES AVE + CRAFT AVE FS",,40.437225,-79.962845,,,,,,0
27,27,"FORBES AVE + HALKET ST (MAGEE HOSPITAL)",,40.438295,-79.961409,,,,,,0
28,28,"FORBES AVE + MCKEE PL",,40.439670,-79.959500,,,,,,0
29,29,"FORBES AVE + ATWOOD ST",,40.440987,-79.957685,,,,,,0
32,32,"BELLEFIELD AVE + BOARD OF EDUCATION",,40.444399,-79.950906,,,,,,0
33,33,"FIFTH AVE + TENNYSON AVE",,40.445740,-79.953102,,,,,,0
34,34,"FIFTH AVE + UNIVERSITY PL",,40.443874,-79.955668,,,,,,0
35,35,"FIFTH AVE + THACKERAY AVE",,40.443282,-79.956511,,,,,,0
36,36,"FIFTH  AVE + ATWOOD ST",,40.441902,-79.958443,,,,,,0
38,38,"FIFTH  AVE + CHESTERFIELD RD",,40.439483,-79.961698,,,,,,0
39,39,"CRAFT AVE + FIFTH FS (DIALYSIS CTR)",,40.437583,-79.963749,,,,,,0
41,41,"BLVD OF ALLIES + WOOD ST",,40.438436,-80.001748,,,,,,0
42,42,"BLVD OF ALLIES + MARKET ST",,40.439089,-80.003482,,,,,,0
43,43,"BLVD OF ALLIES + STANWIX ST",,40.439575,-80.004786,,,,,,0
44,44,"STANWIX ST AT FORBES AVE",,40.441042,-80.003964,,,,,,0
57,57,"RIDGE AVE + BRIGHTON (CCAC)",,40.450375,-80.014343,,,,,,0
59,59,"WESTERN AVE + GALVESTON",,40.451977,-80.016411,,,,,,0
60,60,"WESTERN AVE + ALLEGHENY",,40.451580,-80.018486,,,,,,0
122,122,"BABCOCK BLVD AT MCCANDLESS CROSSING",,40.569004,-80.016491,,,,,,0
123,123,"BABCOCK BLVD + DUNCAN AVE",,40.567435,-80.016556,,,,,,0
124,124,"BABCOCK BLVD OPP WINCHESTER DR",,40.566028,-80.016517,,,,,,0
125,125,"BABCOCK BLVD + FAIRFIELD RD",,40.564226,-80.019086,,,,,,0
127,127,"CORPORATE DR + #5700",,40.563606,-80.022751,,,,,,0
129,129,"MCKNIGHT RD + MALIBRAN DR",,40.557392,-80.023102,,,,,,0
132,132,"MCKNIGHT RD + BROWNS LN",,40.545997,-80.017083,,,,,,0
134,134,"MCKNIGHT RD + TOYOTA DEALERSHIP",,40.540305,-80.012294,,,,,,0
135,135,"MCKNIGHT RD + ROSS TOWNE CENTER",,40.537777,-80.011459,,,,,,0
136,136,"MCKNIGHT RD + OLD MCKNIGHT RD",,40.533742,-80.011139,,,,,,0
139,139,"MCKNIGHT RD + NORTH HILLS VILLAGE (NORTH ENT)",,40.528288,-80.007259,,,,,,0
150,150,"MCKNIGHT RD + NORTHLAND MEDICAL CENTER",,40.519187,-80.005040,,,,,,0
154,154,"MCKNIGHT RD + NELSON RUN RD",,40.507012,-80.006790,,,,,,0
158,158,"MCKNIGHT RD + IVORY AVE RAMP (ISLAND)",,40.498345,-80.013054,,,,,,0
163,163,"EAST ST + VENTURE ST FS",,40.485058,-80.009567,,,,,,0
164,164,"EAST ST + MT PLEASANT RD",,40.482270,-80.005994,,,,,,0
165,165,"EAST ST + MILROY ST",,40.476913,-80.006848,,,,,,0
166,166,"EAST ST + HAZLETT ST",,40.474771,-80.005385,,,,,,0
167,167,"EAST ST + SUFFOLK ST",,40.469084,-80.001562,,,,,,0
169,169,"EAST ST + ROYAL ST",,40.465996,-79.999840,,,,,,0
170,170,"EAST ST + LAREDA ST",,40.462822,-79.998985,,,,,,0
171,171,"NORTH AVE + MIDDLE ST FS",,40.456696,-80.000267,,,,,,0
172,172,"NORTH AVE + JAMES ST",,40.456478,-80.001419,,,,,,0
174,174,"CEDAR AVE + EAST OHIO ST",,40.453461,-80.001819,,,,,,0
175,175,"CEDAR AVE + PRESSLEY ST",,40.451587,-80.001206,,,,,,0
176,176,"ANDERSON ST + LACOCK ST",,40.449867,-80.001076,,,,,,0
178,178,"ANDERSON ST + ISABELLA ST",,40.448349,-80.000656,,,,,,0
179,179,"9TH ST + PENN AVE",,40.443888,-79.998481,,,,,,0
180,180,"LIBERTY AVE + 7TH ST (CLARK BLDG)",,40.442537,-79.999766,,,,,,0
200,200,"CORBETT DR + TOWNE TOWERS NORTH",,40.546654,-80.020218,,,,,,0
201,201,"CORBETT DR + BROWNS LN",,40.545902,-80.020157,,,,,,0
